class,softmax_output,set
0,[0.84154147 0.15845856],
0,[0.9885876  0.01141232],
0,[0.9989674  0.00103256],
0,[0.9981616  0.00183841],
0,[9.9933428e-01 6.6572323e-04],
0,[0.99849296 0.00150707],
0,[0.99790084 0.00209916],
0,[0.99620014 0.00379979],
1,[0.0571759 0.9428241],
0,[0.9979074  0.00209258],
0,[0.97002935 0.02997064],
0,[0.994776   0.00522401],
0,[0.9972875  0.00271254],
0,[0.9353763  0.06462376],
0,[0.99042636 0.00957364],
0,[0.9782623  0.02173774],
0,[9.99506e-01 4.93990e-04],
0,[0.97204596 0.02795406],
0,[0.99841774 0.00158231],
0,[0.9981046  0.00189538],
0,[0.9986199 0.0013801],
1,[0.00155056 0.99844944],
0,[0.996615   0.00338505],
0,[0.97878563 0.0212143 ],
0,[0.9878038  0.01219615],
0,[0.97915924 0.02084079],
0,[9.9941134e-01 5.8862759e-04],
0,[0.9492767  0.05072334],
0,[9.9968016e-01 3.1980791e-04],
1,[0.12012924 0.8798708 ],
0,[0.9940534  0.00594654],
0,[0.86610484 0.13389516],
0,[0.9975516 0.0024484],
0,[0.99453473 0.00546528],
0,[9.9933845e-01 6.6155771e-04],
0,[0.99761707 0.00238295],
0,[0.9980514  0.00194862],
0,[0.8434649  0.15653504],
0,[0.997398   0.00260199],
0,[0.99335784 0.0066421 ],
0,[0.9974993  0.00250065],
0,[0.8325979  0.16740212],
0,[0.99784946 0.0021506 ],
0,[9.9929857e-01 7.0139556e-04],
0,[0.99812573 0.00187428],
0,[9.9921989e-01 7.8014634e-04],
0,[0.9945426  0.00545742],
0,[0.99136555 0.00863442],
0,[0.93771607 0.062284  ],
1,[0.00179464 0.9982053 ],
0,[0.4388224 0.5611777],
0,[9.992742e-01 7.258650e-04],
1,[0.00460181 0.9953982 ],
1,[0.00868453 0.9913155 ],
0,[0.9921847  0.00781535],
0,[0.97573304 0.02426698],
0,[0.995152   0.00484795],
0,[0.99655116 0.00344886],
1,[0.18251091 0.8174891 ],
0,[0.99405897 0.0059411 ],
0,[0.99881256 0.00118749],
0,[0.8323377  0.16766232],
0,[0.996139   0.00386095],
0,[0.97820526 0.02179478],
0,[0.74439645 0.25560352],
0,[0.9926403  0.00735962],
0,[9.9963713e-01 3.6290943e-04],
1,[0.07972617 0.92027384],
0,[0.7670862  0.23291379],
0,[9.999311e-01 6.884023e-05],
0,[0.9829505  0.01704942],
0,[0.9965071  0.00349283],
0,[0.993103   0.00689705],
0,[0.9927326  0.00726748],
0,[9.991454e-01 8.545748e-04],
0,[0.9978672  0.00213277],
0,[0.9978503  0.00214976],
0,[9.9958938e-01 4.1061634e-04],
0,[0.00892364 0.99107635],
0,[9.9916732e-01 8.3271123e-04],
0,[9.994591e-01 5.409211e-04],
1,[0.21959439 0.7804056 ],
0,[0.10067874 0.89932126],
0,[0.99516773 0.00483233],
0,[0.99423814 0.00576186],
0,[0.9962838  0.00371616],
0,[0.99899966 0.00100034],
0,[0.9744116  0.02558845],
0,[0.9967938  0.00320614],
0,[0.9973533  0.00264667],
0,[9.9907756e-01 9.2243112e-04],
0,[0.9784727  0.02152732],
0,[0.8919206  0.10807937],
0,[0.9963003 0.0036998],
0,[0.9960316  0.00396836],
0,[0.9978269  0.00217308],
0,[9.9960476e-01 3.9524742e-04],
0,[0.98183525 0.01816478],
0,[0.9977496  0.00225033],
0,[0.9045744  0.09542558],
0,[0.9979208  0.00207922],
0,[0.9959139  0.00408603],
0,[9.9954575e-01 4.5423885e-04],
0,[0.97786236 0.0221376 ],
0,[0.9730108  0.02698925],
0,[0.50674    0.49326003],
0,[0.9953571  0.00464293],
0,[0.99760073 0.00239931],
0,[9.9965417e-01 3.4576684e-04],
1,[0.02859584 0.97140414],
0,[0.96756774 0.03243224],
0,[0.9974571  0.00254287],
0,[0.92015886 0.07984113],
0,[0.9914302  0.00856981],
0,[0.9948088  0.00519113],
0,[0.9962716  0.00372836],
0,[0.9466411  0.05335893],
1,[0.04305577 0.9569443 ],
0,[0.9966936  0.00330634],
0,[0.83429825 0.1657017 ],
0,[0.99188906 0.00811096],
0,[0.9626301  0.03736988],
0,[0.99096686 0.00903308],
0,[0.99449086 0.00550908],
0,[9.990318e-01 9.682452e-04],
0,[9.9950051e-01 4.9950584e-04],
0,[0.9925977  0.00740225],
0,[0.99422306 0.00577695],
0,[0.9870056  0.01299434],
0,[0.99328446 0.00671552],
1,[0.04831181 0.9516882 ],
0,[0.99763703 0.00236295],
0,[0.9896857  0.01031422],
0,[0.9383435  0.06165646],
1,[0.02800878 0.97199124],
0,[0.98213917 0.01786076],
0,[0.7196786  0.28032142],
0,[9.9905270e-01 9.4731344e-04],
0,[0.93962115 0.06037886],
0,[9.9996805e-01 3.1920263e-05],
0,[0.982908   0.01709198],
0,[0.99542207 0.0045779 ],
0,[0.9746626  0.02533742],
0,[0.9802832  0.01971676],
0,[0.99283665 0.00716334],
0,[0.9974865  0.00251356],
0,[0.9731346  0.02686535],
0,[0.9640006  0.03599942],
0,[0.99846566 0.0015344 ],
0,[0.9905682  0.00943183],
0,[0.9960444  0.00395564],
0,[0.9504835  0.04951655],
0,[9.9962556e-01 3.7442599e-04],
1,[0.31130466 0.6886953 ],
1,[0.01630811 0.98369193],
0,[0.99472576 0.00527424],
0,[0.9555744  0.04442565],
0,[0.24188705 0.75811297],
0,[0.04735309 0.952647  ],
0,[0.99219716 0.00780291],
0,[0.9745101  0.02548998],
0,[0.9660009  0.03399913],
0,[0.98089314 0.01910684],
0,[0.99350065 0.0064993 ],
0,[9.995291e-01 4.709342e-04],
0,[0.9922065  0.00779352],
0,[0.99787617 0.0021238 ],
0,[0.99621755 0.00378249],
0,[9.9954945e-01 4.5049845e-04],
0,[0.99169636 0.00830362],
0,[0.9939784  0.00602157],
0,[0.99799156 0.0020085 ],
0,[0.97682625 0.02317376],
1,[0.00698543 0.9930146 ],
0,[0.99307007 0.00692986],
0,[0.99454284 0.00545719],
0,[0.9936201 0.0063799],
0,[9.991794e-01 8.205323e-04],
0,[9.9935085e-01 6.4917793e-04],
0,[0.99871635 0.00128361],
0,[0.98640513 0.01359493],
1,[0.040386   0.95961404],
0,[0.8612819  0.13871819],
0,[0.9959921 0.0040079],
0,[0.9885982  0.01140174],
0,[0.9944537  0.00554622],
0,[0.9878619  0.01213808],
0,[0.9601643  0.03983568],
0,[9.9927157e-01 7.2837505e-04],
0,[0.98853534 0.01146467],
1,[0.08278733 0.91721267],
0,[0.99579334 0.0042066 ],
0,[0.9606074  0.03939256],
0,[0.98248315 0.01751687],
0,[0.9985581  0.00144195],
0,[0.9375912  0.06240881],
0,[0.99857783 0.00142214],
0,[0.9961992  0.00380085],
0,[9.9984729e-01 1.5271605e-04],
0,[0.9989473  0.00105268],
0,[0.5572447  0.44275534],
0,[0.99388677 0.00611319],
0,[0.9971398  0.00286023],
0,[0.8812621  0.11873788],
0,[0.97699726 0.0230027 ],
0,[0.90453696 0.095463  ],
0,[0.90644187 0.09355816],
0,[0.9984251  0.00157489],
0,[0.99633694 0.00366312],
0,[0.970178   0.02982204],
0,[0.9940957  0.00590431],
1,[0.00752172 0.99247825],
0,[0.9735772  0.02642282],
0,[0.9893714  0.01062856],
0,[0.9065546  0.09344541],
0,[0.98740643 0.01259356],
0,[0.99276155 0.00723837],
0,[9.9915195e-01 8.4805652e-04],
1,[0.01262606 0.9873739 ],
0,[9.994448e-01 5.552338e-04],
0,[0.9284274  0.07157259],
0,[9.9952686e-01 4.7313937e-04],
0,[0.9757402  0.02425983],
0,[0.9355979  0.06440216],
0,[9.9959010e-01 4.0990277e-04],
0,[0.9887533  0.01124662],
0,[0.96034765 0.03965235],
0,[0.9305718  0.06942815],
0,[0.98515826 0.01484169],
0,[0.99014133 0.00985869],
0,[0.99357116 0.00642885],
0,[0.9698869  0.03011315],
1,[0.00513687 0.9948631 ],
0,[0.99666363 0.00333639],
0,[0.9965454  0.00345461],
0,[9.993154e-01 6.846537e-04],
0,[0.99446774 0.00553227],
1,[0.38806355 0.6119364 ],
0,[0.99789304 0.00210703],
0,[0.9987822  0.00121782],
0,[0.93088067 0.06911934],
0,[0.9958268  0.00417318],
0,[0.9981096  0.00189038],
0,[9.9958664e-01 4.1337381e-04],
0,[0.9895936  0.01040637],
0,[0.98635083 0.01364923],
0,[0.992691   0.00730908],
0,[0.9989506  0.00104934],
0,[0.96314305 0.03685694],
0,[0.96998143 0.03001859],
1,[0.0083749  0.99162513],
0,[0.9962275  0.00377246],
0,[0.9968712  0.00312882],
0,[0.9973315  0.00266845],
0,[0.1658084  0.83419156],
0,[9.9920696e-01 7.9310656e-04],
0,[0.9794297  0.02057023],
0,[0.97373337 0.02626664],
0,[0.9960926  0.00390737],
0,[0.97669625 0.02330371],
1,[0.00430702 0.995693  ],
1,[0.04358518 0.9564148 ],
0,[9.9979311e-01 2.0684901e-04],
0,[0.2733289  0.72667116],
0,[0.99623615 0.00376391],
0,[0.9965233 0.0034766],
0,[0.8891924  0.11080761],
0,[0.9177093  0.08229069],
0,[0.99796605 0.00203399],
0,[9.9979216e-01 2.0785851e-04],
0,[0.9331547  0.06684527],
0,[0.3357808  0.66421926],
1,[0.01638014 0.9836198 ],
0,[0.99547344 0.00452654],
0,[0.9972651  0.00273487],
0,[9.9955016e-01 4.4975572e-04],
0,[0.9975769  0.00242307],
0,[0.9987746  0.00122543],
0,[0.9875854  0.01241451],
0,[9.9959868e-01 4.0136185e-04],
0,[0.9965479  0.00345212],
0,[0.964652   0.03534803],
0,[0.9851391  0.01486089],
0,[0.01426842 0.98573154],
0,[9.9926287e-01 7.3713448e-04],
0,[0.9810621  0.01893792],
0,[0.9985933  0.00140677],
0,[9.994741e-01 5.259517e-04],
0,[0.99852824 0.0014717 ],
0,[0.9983051  0.00169492],
0,[0.99859065 0.00140938],
0,[0.98977834 0.01022161],
0,[0.9915896  0.00841039],
1,[0.13431163 0.8656884 ],
0,[0.99723935 0.00276065],
0,[0.9956928  0.00430729],
0,[0.99653494 0.00346499],
0,[0.9898089  0.01019104],
1,[0.01818912 0.98181087],
0,[0.9964191  0.00358089],
0,[0.9946621  0.00533794],
0,[0.9988821  0.00111785],
0,[9.9953353e-01 4.6643213e-04],
0,[0.9922564  0.00774356],
1,[0.3385196 0.6614804],
0,[0.99692434 0.00307559],
0,[0.9989548  0.00104518],
0,[0.9989434  0.00105664],
0,[9.9923182e-01 7.6818495e-04],
0,[0.99011844 0.00988157],
0,[0.99800426 0.0019958 ],
0,[0.99750704 0.00249294],
0,[0.9908675 0.0091325],
0,[0.9814052  0.01859483],
0,[9.9906152e-01 9.3847275e-04],
0,[0.99872893 0.00127105],
0,[0.9923437  0.00765625],
0,[0.9983734  0.00162661],
0,[9.9983299e-01 1.6700178e-04],
0,[0.98093903 0.01906102],
1,[0.08906996 0.91093004],
0,[0.9928363  0.00716366],
0,[0.99627435 0.00372561],
0,[0.96544045 0.03455953],
0,[0.99870205 0.00129794],
0,[0.9884034 0.0115966],
0,[0.98295766 0.01704233],
0,[0.98674273 0.0132572 ],
0,[0.99079937 0.00920061],
1,[0.05992859 0.9400714 ],
0,[0.0423646  0.95763534],
0,[0.9977677  0.00223236],
0,[0.9928525  0.00714747],
0,[9.9960142e-01 3.9856322e-04],
0,[0.99888426 0.00111573],
0,[0.91142845 0.08857156],
0,[0.99187225 0.00812773],
0,[0.9269755  0.07302453],
0,[0.99471045 0.00528953],
0,[9.9964201e-01 3.5793826e-04],
0,[0.99738806 0.00261193],
0,[9.9973804e-01 2.6193197e-04],
0,[0.9982817  0.00171832],
1,[0.20312849 0.79687154],
0,[0.99112576 0.00887427],
0,[0.99824643 0.00175357],
0,[0.99776065 0.00223934],
0,[0.99656254 0.00343743],
0,[0.98952776 0.01047216],
0,[0.9980476  0.00195245],
0,[0.9229496  0.07705042],
0,[0.9769686  0.02303139],
0,[0.99185705 0.00814301],
0,[0.9982591  0.00174083],
0,[0.99682236 0.0031777 ],
0,[0.995583   0.00441696],
0,[0.87750214 0.12249783],
0,[0.9227882  0.07721179],
0,[0.9989517  0.00104829],
0,[0.9941169  0.00588313],
0,[0.9485536  0.05144636],
1,[0.11400887 0.8859911 ],
0,[0.89473426 0.10526574],
0,[0.9480294  0.05197054],
0,[0.9403413  0.05965874],
0,[0.99838746 0.00161259],
1,[0.1771166  0.82288337],
0,[9.994479e-01 5.521331e-04],
1,[3.3411258e-04 9.9966586e-01],
0,[9.9929094e-01 7.0902001e-04],
0,[0.9778952  0.02210486],
0,[9.9927002e-01 7.2993163e-04],
0,[0.99572057 0.00427947],
0,[0.99697447 0.00302552],
0,[0.99647117 0.00352887],
0,[9.9964654e-01 3.5344719e-04],
0,[9.993647e-01 6.353023e-04],
0,[0.9932417  0.00675822],
0,[0.997908   0.00209199],
0,[9.9983490e-01 1.6503994e-04],
0,[0.9264074  0.07359257],
0,[0.8050867  0.19491334],
0,[0.48617178 0.5138282 ],
0,[0.5149974  0.48500255],
0,[9.9954814e-01 4.5189614e-04],
0,[0.99896884 0.00103113],
0,[0.9921995  0.00780056],
0,[0.8989144  0.10108563],
1,[0.10951273 0.89048725],
1,[6.7531806e-04 9.9932468e-01],
0,[0.994913   0.00508699],
0,[0.98810834 0.01189168],
0,[0.94348603 0.05651401],
0,[0.97696793 0.02303203],
0,[0.998767   0.00123303],
0,[9.9970633e-01 2.9369217e-04],
0,[0.99847525 0.00152472],
1,[0.00580995 0.9941901 ],
0,[0.9985399  0.00146004],
0,[0.99881506 0.00118501],
0,[0.98869276 0.01130724],
0,[0.99743515 0.00256485],
0,[0.85809046 0.14190958],
0,[0.8188757  0.18112437],
0,[0.9711468  0.02885317],
0,[0.9919927  0.00800728],
0,[0.9941461  0.00585386],
0,[0.9883612  0.01163883],
0,[0.97989494 0.02010503],
1,[0.02965796 0.97034204],
0,[0.7728787  0.22712132],
0,[0.9989844  0.00101564],
0,[9.9961358e-01 3.8639532e-04],
0,[0.9971547  0.00284532],
0,[0.99608815 0.0039119 ],
0,[0.989433   0.01056701],
0,[9.9946326e-01 5.3679367e-04],
0,[0.9309964  0.06900357],
0,[0.99363226 0.00636779],
0,[0.99660194 0.00339803],
0,[0.96426404 0.035736  ],
0,[0.99638236 0.00361763],
0,[0.9514346  0.04856538],
0,[0.998475   0.00152504],
0,[9.9953508e-01 4.6491512e-04],
0,[0.994589   0.00541107],
0,[0.9620463  0.03795369],
0,[0.97509104 0.02490897],
0,[0.99742717 0.00257279],
0,[0.99813485 0.00186516],
0,[0.9952549  0.00474513],
0,[0.97422427 0.0257757 ],
0,[0.99402654 0.0059734 ],
1,[0.00399341 0.99600667],
0,[0.9989317  0.00106832],
0,[0.994073   0.00592705],
0,[0.9965959  0.00340404],
0,[9.9918669e-01 8.1334804e-04],
0,[0.9942637  0.00573629],
1,[0.00766584 0.99233425],
1,[0.02516843 0.9748316 ],
0,[0.8729979  0.12700206],
0,[9.9985254e-01 1.4738101e-04],
0,[0.993171   0.00682898],
0,[0.99354047 0.00645954],
0,[0.9883483  0.01165171],
0,[0.99888474 0.00111527],
0,[0.98067594 0.01932405],
0,[9.993753e-01 6.247435e-04],
0,[0.9987225  0.00127748],
0,[0.9979473  0.00205273],
0,[0.24451709 0.7554829 ],
0,[0.99851555 0.0014844 ],
0,[0.9024582  0.09754176],
1,[0.08987806 0.910122  ],
0,[0.989746   0.01025399],
0,[0.99023587 0.00976407],
0,[0.99041206 0.00958795],
0,[0.9789378  0.02106216],
0,[0.99808854 0.00191146],
0,[0.98704684 0.0129532 ],
0,[0.998502   0.00149805],
0,[9.9955457e-01 4.4545828e-04],
0,[0.99812466 0.00187533],
0,[0.99838865 0.00161139],
0,[9.991767e-01 8.233044e-04],
0,[0.4627801 0.5372199],
0,[0.99546486 0.00453513],
0,[9.9956352e-01 4.3645356e-04],
0,[0.99553204 0.00446791],
0,[0.99839896 0.00160106],
0,[0.99820566 0.0017943 ],
0,[0.99094194 0.00905799],
0,[0.88792056 0.11207945],
0,[0.99812037 0.00187964],
0,[0.99751246 0.00248753],
0,[0.96786445 0.03213557],
0,[0.9979825  0.00201745],
0,[0.9987569  0.00124317],
0,[0.99840885 0.00159119],
0,[0.8245355  0.17546447],
0,[0.985696   0.01430397],
0,[0.96445537 0.03554468],
0,[0.98179275 0.01820727],
0,[0.99888414 0.0011159 ],
1,[0.02718976 0.97281027],
0,[0.9486373  0.05136271],
0,[0.9946808  0.00531912],
0,[0.99893457 0.00106544],
0,[0.9895739  0.01042607],
0,[0.99791783 0.00208223],
0,[0.98334795 0.01665203],
0,[0.9973895  0.00261055],
0,[0.96856254 0.03143743],
0,[0.7010058  0.29899418],
0,[0.9973592  0.00264081],
0,[0.9989083  0.00109175],
0,[0.9970709  0.00292908],
0,[9.991609e-01 8.391336e-04],
0,[0.99143887 0.00856112],
0,[0.9912752  0.00872481],
0,[0.99037117 0.00962883],
0,[9.9969566e-01 3.0433576e-04],
0,[0.9988927  0.00110726],
0,[0.9908505  0.00914942],
0,[0.9928012  0.00719884],
0,[9.9911219e-01 8.8779815e-04],
1,[0.02505658 0.9749434 ],
0,[0.93651056 0.06348941],
0,[9.9979955e-01 2.0041359e-04],
0,[9.9974316e-01 2.5680632e-04],
0,[9.9966943e-01 3.3053028e-04],
0,[0.97987354 0.02012648],
0,[0.9886363 0.0113636],
0,[0.9975024  0.00249759],
0,[0.9133939  0.08660603],
0,[0.9674701  0.03252993],
0,[9.99286e-01 7.14010e-04],
0,[9.9938881e-01 6.1118946e-04],
0,[0.98409986 0.01590014],
0,[0.99886763 0.00113237],
0,[0.98855805 0.0114419 ],
0,[9.9960512e-01 3.9494294e-04],
0,[0.9545189  0.04548105],
0,[0.92808914 0.07191082],
0,[0.951266   0.04873397],
0,[0.9970022  0.00299783],
0,[0.98803604 0.01196398],
0,[0.9987165  0.00128359],
0,[0.9984987  0.00150128],
0,[0.9988996  0.00110035],
0,[0.9951545  0.00484555],
0,[0.99653494 0.00346508],
0,[9.9952900e-01 4.7105987e-04],
0,[0.9846369 0.0153631],
0,[0.99271166 0.00728837],
0,[0.9971745  0.00282543],
0,[0.9937115  0.00628853],
0,[0.97651184 0.0234881 ],
1,[0.00121339 0.9987866 ],
0,[0.9507897  0.04921033],
0,[0.98587286 0.01412714],
0,[0.9980812  0.00191881],
0,[0.9898863  0.01011369],
1,[0.02919707 0.9708029 ],
0,[0.59091866 0.40908137],
0,[0.9862388  0.01376122],
0,[0.9974355  0.00256455],
0,[0.97112143 0.02887862],
1,[0.03307346 0.9669266 ],
0,[0.95993006 0.04006992],
0,[0.9253379 0.0746621],
0,[0.98754996 0.01245006],
0,[9.9960333e-01 3.9673611e-04],
0,[0.99608684 0.00391317],
0,[0.9980027  0.00199733],
0,[9.9971431e-01 2.8564996e-04],
0,[0.986522   0.01347792],
0,[0.99451315 0.00548688],
0,[0.9693877  0.03061236],
0,[0.9972088  0.00279123],
0,[0.9741313  0.02586864],
0,[0.99775225 0.00224776],
0,[0.99588555 0.00411443],
0,[0.9907364  0.00926359],
0,[0.99698466 0.00301538],
0,[0.9979188  0.00208119],
0,[0.9900214 0.0099786],
0,[0.06492712 0.9350729 ],
0,[0.99403846 0.00596151],
0,[0.9976472  0.00235281],
0,[0.914696   0.08530405],
0,[0.8578194  0.14218062],
0,[0.99659306 0.00340694],
0,[0.9945252  0.00547481],
0,[0.99840957 0.00159041],
0,[0.9972364  0.00276366],
0,[0.85608584 0.14391413],
0,[9.9912661e-01 8.7345217e-04],
0,[0.987071   0.01292905],
0,[0.95244545 0.0475546 ],
0,[0.8505722  0.14942773],
0,[0.9616589  0.03834108],
1,[0.00623621 0.99376386],
1,[0.0630428  0.93695724],
0,[0.99826175 0.00173824],
0,[0.98700213 0.01299791],
1,[0.01956606 0.9804339 ],
0,[0.989696   0.01030402],
0,[0.9722168  0.02778323],
1,[0.08484277 0.91515726],
0,[0.9972203  0.00277966],
0,[0.9485976  0.05140244],
0,[0.9803311  0.01966886],
1,[0.02107728 0.9789227 ],
0,[0.86190355 0.13809644],
0,[0.9752846 0.0247154],
0,[9.991399e-01 8.600143e-04],
0,[9.9983752e-01 1.6242401e-04],
0,[0.99759066 0.00240932],
0,[0.01250093 0.98749906],
0,[0.9984586  0.00154142],
0,[9.9986911e-01 1.3090717e-04],
1,[0.00292159 0.9970784 ],
0,[9.9935693e-01 6.4312574e-04],
0,[0.8678932  0.13210677],
0,[0.99799347 0.00200654],
0,[9.9929571e-01 7.0429017e-04],
0,[0.98065084 0.01934914],
1,[0.10728473 0.8927153 ],
0,[0.9782793  0.02172068],
0,[0.94520646 0.0547935 ],
0,[0.95210457 0.04789536],
0,[0.99804676 0.00195319],
0,[9.9910897e-01 8.9105160e-04],
0,[9.9956638e-01 4.3362487e-04],
0,[0.9949597  0.00504028],
0,[9.993505e-01 6.494737e-04],
0,[0.92201555 0.07798444],
0,[0.9834827  0.01651729],
0,[0.99195004 0.00804996],
0,[0.95546097 0.04453908],
0,[0.95508444 0.04491556],
0,[0.79196095 0.20803903],
0,[9.9978548e-01 2.1458328e-04],
0,[9.9931693e-01 6.8309793e-04],
0,[0.99819475 0.00180528],
0,[0.9811756  0.01882442],
0,[9.9994254e-01 5.7509002e-05],
0,[9.9963677e-01 3.6323929e-04],
0,[0.9517869  0.04821312],
0,[0.9974147  0.00258526],
0,[0.99264044 0.00735956],
0,[9.9955255e-01 4.4739747e-04],
0,[0.9973122  0.00268788],
0,[0.99347806 0.0065219 ],
0,[0.97596514 0.02403485],
0,[9.9917656e-01 8.2345866e-04],
0,[0.9969717  0.00302827],
0,[0.9984951  0.00150492],
0,[9.993587e-01 6.413116e-04],
0,[9.9963713e-01 3.6290564e-04],
0,[0.9910607  0.00893929],
0,[0.9887833  0.01121673],
0,[0.9939474  0.00605262],
0,[0.9846987  0.01530132],
0,[0.3935554 0.6064446],
0,[0.97602546 0.02397457],
0,[0.9985927  0.00140736],
0,[0.99805427 0.00194578],
0,[0.9984843  0.00151576],
0,[0.9979225 0.0020775],
0,[0.9937436  0.00625639],
0,[0.9919773  0.00802279],
0,[0.99704224 0.00295777],
0,[0.9945627  0.00543732],
0,[0.99624866 0.00375133],
0,[0.9978137  0.00218629],
0,[0.9957833  0.00421665],
0,[0.9973138  0.00268621],
0,[9.9925119e-01 7.4874825e-04],
0,[0.99871767 0.00128232],
0,[0.98021424 0.01978569],
0,[0.99784315 0.00215686],
0,[0.9982597  0.00174028],
0,[0.99807465 0.00192528],
0,[9.9974710e-01 2.5290644e-04],
0,[0.79455286 0.20544712],
0,[9.9935800e-01 6.4196956e-04],
0,[0.935412   0.06458803],
0,[0.9640547  0.03594531],
0,[0.99720484 0.00279509],
0,[0.99832135 0.00167864],
0,[9.997707e-01 2.292707e-04],
0,[0.9311605  0.06883951],
1,[0.01826522 0.9817348 ],
0,[0.99880934 0.00119068],
0,[0.9849401  0.01505983],
0,[0.76036215 0.23963785],
0,[0.986167   0.01383292],
0,[0.9981249  0.00187507],
0,[0.9934622  0.00653785],
0,[0.9893963  0.01060375],
0,[0.9938206  0.00617936],
0,[0.9817245  0.01827548],
0,[0.71291757 0.2870824 ],
0,[0.9925857  0.00741424],
0,[0.9904847  0.00951529],
0,[0.9800781  0.01992192],
0,[0.9944115  0.00558843],
0,[9.9912304e-01 8.7699475e-04],
0,[0.9905494  0.00945057],
0,[0.99808997 0.00191   ],
0,[0.9571977  0.04280232],
0,[0.95551527 0.04448472],
0,[0.9989611  0.00103885],
0,[0.9863114  0.01368859],
0,[0.99851006 0.00148995],
1,[0.04165717 0.95834285],
0,[0.8147972  0.18520273],
1,[0.19552283 0.80447716],
0,[0.98551    0.01448994],
0,[0.998637   0.00136293],
0,[0.9687127  0.03128729],
0,[0.87565714 0.12434287],
0,[0.9833234  0.01667656],
0,[0.9979898  0.00201024],
1,[0.0029048 0.9970952],
0,[0.9775194 0.0224806],
0,[9.9972743e-01 2.7257242e-04],
0,[9.995079e-01 4.920703e-04],
0,[0.9847899  0.01521008],
0,[0.99242365 0.00757629],
0,[0.9750631  0.02493689],
0,[9.9931383e-01 6.8611611e-04],
0,[0.9726743  0.02732568],
0,[0.99353516 0.00646487],
0,[9.9909329e-01 9.0666325e-04],
0,[0.96543247 0.0345675 ],
0,[9.9967277e-01 3.2729525e-04],
0,[0.9909704  0.00902957],
0,[0.9928647  0.00713522],
1,[0.00830164 0.9916984 ],
0,[9.994981e-01 5.019074e-04],
0,[0.98369354 0.0163065 ],
0,[0.9979527  0.00204721],
0,[0.9546011  0.04539886],
0,[0.9914756  0.00852442],
0,[0.9850286  0.01497138],
0,[0.9932234  0.00677661],
1,[0.00567918 0.99432075],
1,[0.07135674 0.9286432 ],
0,[0.998135   0.00186498],
0,[9.9931526e-01 6.8477372e-04],
1,[0.01210001 0.9878999 ],
0,[0.9962096  0.00379038],
1,[8.6979655e-04 9.9913019e-01],
0,[0.9957117  0.00428834],
0,[9.9958426e-01 4.1569417e-04],
0,[0.9964175  0.00358247],
0,[0.9972127  0.00278732],
0,[9.9956614e-01 4.3386302e-04],
0,[9.991436e-01 8.564354e-04],
1,[0.02576241 0.97423756],
0,[9.994180e-01 5.820476e-04],
0,[0.963737   0.03626296],
0,[0.99531955 0.00468046],
0,[0.990384   0.00961604],
0,[9.9975115e-01 2.4885309e-04],
0,[0.9913686  0.00863145],
1,[0.09596027 0.90403974],
0,[0.98843676 0.01156318],
0,[9.991291e-01 8.709141e-04],
0,[9.9963307e-01 3.6687238e-04],
0,[0.9630757  0.03692434],
0,[0.9964206  0.00357938],
0,[0.9891306  0.01086934],
0,[9.9964690e-01 3.5311814e-04],
0,[0.9880746  0.01192538],
0,[0.76694113 0.2330589 ],
0,[0.9235753  0.07642471],
0,[0.20925182 0.7907482 ],
1,[0.04423738 0.9557626 ],
0,[0.99787045 0.00212958],
0,[0.99093974 0.00906022],
0,[0.96503145 0.03496853],
1,[0.05206216 0.94793785],
0,[0.99511766 0.00488232],
0,[0.99874616 0.00125377],
0,[0.9932721  0.00672789],
0,[0.9949352  0.00506486],
0,[0.9903453  0.00965472],
1,[0.00773384 0.9922661 ],
0,[0.95362055 0.0463795 ],
0,[9.9976784e-01 2.3215807e-04],
0,[0.9952696  0.00473037],
0,[9.9909055e-01 9.0950914e-04],
0,[0.9897614 0.0102386],
0,[0.9970049  0.00299509],
0,[0.99319834 0.00680167],
0,[9.9934500e-01 6.5495865e-04],
0,[0.99836165 0.00163831],
0,[0.95951647 0.04048353],
0,[0.9970657  0.00293434],
0,[0.9984687  0.00153129],
0,[0.9827418 0.0172582],
1,[0.14960146 0.8503985 ],
0,[0.9980672  0.00193283],
0,[0.9970566  0.00294337],
0,[0.9921192  0.00788078],
0,[0.98149496 0.01850506],
0,[0.9935382  0.00646175],
0,[0.9931907  0.00680926],
0,[0.9962197  0.00378027],
0,[0.9953395  0.00466048],
0,[0.9937364 0.0062636],
0,[0.9929819  0.00701805],
