class,predictions,softmax_output,sigmoid_output,set
0,[ 2.7816415 -2.6405685],[0.995602   0.00439795],[0.94167566 0.0665727 ],train
1,[-0.67885023  0.77166396],[0.18992244 0.81007755],[0.33651796 0.6838807 ],train
0,[ 1.1221379 -1.0984079],[0.9020794  0.09792059],[0.75438505 0.25003833],train
0,[ 2.6074097 -3.0895727],[0.9966551  0.00334485],[0.931337   0.04353942],train
0,[ 2.0850813 -2.3781693],[0.9886065  0.01139353],[0.88944465 0.08485261],train
0,[ 0.9484417 -1.4059622],[0.91328365 0.08671635],[0.7208017 0.1968717],train
0,[-0.07419321  0.09508692],[0.45778075 0.5422193 ],[0.48146018 0.5237538 ],train
0,[ 1.5988544 -2.6628172],[0.9860973  0.01390271],[0.8318582  0.06520341],train
0,[ 3.780773  -3.7207205],[9.9944800e-01 5.5195414e-04],[0.9777034  0.02364394],train
0,[ 3.736848 -4.162358],[9.9962914e-01 3.7090038e-04],[0.9767255  0.01533207],train
0,[ 2.1395123 -3.175254 ],[0.9951056  0.00489435],[0.8946847  0.04010765],train
0,[ 4.279758  -4.6358557],[9.9986577e-01 1.3425799e-04],[0.986343   0.00960466],train
0,[ 2.1723125 -2.7244709],[0.99258476 0.00741518],[0.8977355  0.06154474],train
0,[ 3.250042 -3.43238 ],[0.9987488  0.00125117],[0.9626746  0.03129869],train
0,[ 2.806164 -3.885819],[0.9987607  0.00123928],[0.943008   0.02011797],train
1,[-3.0205917  2.0760913],[0.00607981 0.9939202 ],[0.04650423 0.88855755],train
0,[ 0.840367  -1.1161895],[0.8761598  0.12384018],[0.6985425  0.24671878],train
0,[-1.89482    1.2533458],[0.04116361 0.9588364 ],[0.13069588 0.7778785 ],train
0,[ 3.0460224 -3.4189286],[0.99844533 0.00155465],[0.95461047 0.03170911],train
0,[ 1.6528597 -2.3361475],[0.9818186 0.0181814],[0.83927715 0.08817315],train
0,[ 2.369824 -3.082843],[0.99573344 0.00426658],[0.91449714 0.04382053],train
0,[ 1.1716183 -1.9400681],[0.9573722  0.04262776],[0.76343745 0.12564038],train
0,[ 1.0091366 -1.4922048],[0.92423576 0.07576419],[0.7328511  0.18359104],train
0,[ 1.2747079  -0.91519177],[0.89933884 0.10066117],[0.78154755 0.28593862],train
0,[ 1.809428  -2.5115075],[0.9868868  0.01311321],[0.85929275 0.07505539],train
0,[ 3.0251338 -3.160621 ],[0.9979457  0.00205432],[0.9536968  0.04067482],train
0,[ 1.1741652 -1.2346947],[0.9175004  0.08249957],[0.76389706 0.22536078],train
0,[ 3.0666637 -3.4941988],[0.99858737 0.00141267],[0.95549655 0.02947775],train
0,[ 2.8361614 -2.526078 ],[0.99533147 0.00466849],[0.9445989  0.07405011],train
0,[ 3.0003192 -2.434895 ],[0.99565864 0.00434137],[0.95258856 0.08055019],train
0,[ 2.5422752 -3.2850735],[0.99706274 0.00293722],[0.9270528  0.03608682],train
0,[ 2.2610958 -2.5137699],[0.99163145 0.00836859],[0.9056033  0.07489848],train
0,[ 2.5470865 -2.702322 ],[0.99477684 0.0052232 ],[0.9273775  0.06283648],train
1,[-2.109771   1.5684003],[0.02464635 0.97535366],[0.10815075 0.8275554 ],train
0,[ 1.3057072 -1.6587452],[0.95094204 0.04905788],[0.78679395 0.15993051],train
1,[-2.693889  1.427317],[0.01596589 0.98403406],[0.06333493 0.8064829 ],train
0,[ 2.4807599 -2.3826241],[0.9923349  0.00766509],[0.9227819  0.08450732],train
0,[ 2.2455246 -2.7669926],[0.99338984 0.00661015],[0.90426373 0.05913412],train
0,[ 3.7786717 -4.019827 ],[9.9958986e-01 4.1018229e-04],[0.97765756 0.01763934],train
0,[ 2.5480254 -3.1191523],[0.99655426 0.0034457 ],[0.92744076 0.04232412],train
0,[ 4.3758464 -4.654689 ],[9.9988031e-01 1.1968413e-04],[0.9875787  0.00942716],train
0,[ 1.5979961 -4.28157  ],[0.99721175 0.0027882 ],[0.8317381  0.01363253],train
0,[ 0.681408  -0.9219249],[0.8324837 0.1675163],[0.66405284 0.28456584],train
0,[ 2.464821  -3.1650736],[0.9964239  0.00357612],[0.9216386  0.04050143],train
0,[ 1.0563021 -1.2985435],[0.91331863 0.0866814 ],[0.74198323 0.21441028],train
0,[ 2.3115425 -3.2226126],[0.99606603 0.00393401],[0.90982854 0.03832358],train
0,[ 2.3067963 -2.079343 ],[0.9877044  0.01229563],[0.9094383  0.11112083],train
0,[ 1.6433148 -1.9546219],[0.9733496  0.02665047],[0.8379855  0.12405026],train
1,[-1.1896642  0.6038667],[0.14264037 0.85735965],[0.23331898 0.64654046],train
0,[ 3.823896  -3.7750375],[9.994992e-01 5.007347e-04],[0.9786244  0.02242195],train
0,[ 3.4709895 -4.2053137],[9.9953651e-01 4.6347108e-04],[0.969851   0.01469689],train
0,[ 0.8316294 -1.3105174],[0.8949326  0.10506735],[0.6966993  0.21240027],train
0,[ 3.1739676 -3.7529814],[9.99020e-01 9.80028e-04],[0.95984286 0.02291053],train
1,[-1.2326368  0.8605829],[0.10975756 0.8902424 ],[0.22572026 0.70278245],train
0,[ 1.903372  -2.4887881],[0.9877773  0.01222272],[0.8702727  0.07664792],train
0,[ 2.4666662 -2.3639019],[0.99208117 0.00791878],[0.92177165 0.0859671 ],train
0,[ 2.004123  -1.7981545],[0.9781674  0.02183258],[0.8812292  0.14207588],train
0,[ 2.3602853 -2.907719 ],[0.9948725  0.00512746],[0.9137483  0.05177331],train
0,[ 3.178201  -3.9344695],[9.9918598e-01 8.1405323e-04],[0.96000564 0.01918097],train
0,[ 2.1990821 -3.0590847],[0.99482214 0.00517789],[0.90016705 0.04482688],train
0,[ 1.4249934 -1.7692043],[0.96061534 0.03938466],[0.8061201  0.14564131],train
0,[ 1.0484331 -2.1838067],[0.96202964 0.03797035],[0.74047387 0.10121411],train
1,[-3.670856  2.477867],[0.00213166 0.9978683 ],[0.02482281 0.9225756 ],train
0,[ 2.5241983 -3.478533 ],[0.99753404 0.0024659 ],[0.92582095 0.02992924],train
0,[ 2.386762  -2.6738837],[0.9936985 0.0063015],[0.9158123  0.06453212],train
0,[ 3.260955  -3.6765382],[9.9903023e-01 9.6975837e-04],[0.96306473 0.02468564],train
0,[ 1.4314836 -1.3491482],[0.9416202  0.05837981],[0.80713236 0.20600966],train
0,[ 1.8559604 -1.9480885],[0.97820526 0.02179478],[0.86482537 0.12476193],train
1,[-1.5181671  1.0332783],[0.07232944 0.9276706 ],[0.17973158 0.737551  ],train
0,[ 0.34871918 -0.58946955],[0.71873367 0.28126636],[0.586307   0.35675654],train
0,[ 2.8159053 -3.382574 ],[0.9979716 0.0020284],[0.94352937 0.03284453],train
0,[ 2.5073903 -2.9700305],[0.99583733 0.0041627 ],[0.9246583 0.0487983],train
0,[ 3.2772582 -4.190843 ],[9.994293e-01 5.706855e-04],[0.9636404  0.01490791],train
0,[ 1.9263779 -2.7417681],[0.9906977  0.00930232],[0.8728479  0.06055325],train
1,[-2.0202506  2.1064482],[0.01587983 0.9841202 ],[0.11709308 0.89152837],train
0,[-0.11434437 -1.3709056 ],[0.77843356 0.22156641],[0.47144502 0.20247357],train
1,[-2.1321638  1.5290791],[0.02505658 0.9749434 ],[0.10600974 0.8218716 ],train
0,[ 2.7830298 -2.1870651],[0.99310535 0.00689462],[0.9417519  0.10091807],train
1,[-2.6318076  1.4485276],[0.01662088 0.98337907],[0.06711918 0.8097717 ],train
0,[ 2.4448318 -3.0071118],[0.99573034 0.00426966],[0.9201827  0.04710562],train
0,[ 3.3434224 -3.424527 ],[0.9988513  0.00114873],[0.9658888  0.03153767],train
0,[ 1.4256505 -1.8948528],[0.96512556 0.03487447],[0.80622274 0.13069215],train
1,[-2.3233364  1.2970358],[0.02607462 0.97392535],[0.08920861 0.7853357 ],train
0,[ 3.0095851 -3.3801498],[0.9983241  0.00167589],[0.9530053  0.03292162],train
0,[-0.810276    0.48107448],[0.21562432 0.7843757 ],[0.30783167 0.6180016 ],train
0,[ 2.5862563 -2.7045743],[0.9949877  0.00501232],[0.9299718  0.06270397],train
0,[ 2.460985  -3.1947615],[0.9965148  0.00348517],[0.921361   0.03936334],train
0,[ 2.1878374 -1.843871 ],[0.9825654  0.01743463],[0.899152   0.13659412],train
0,[ 2.3991332 -2.3631773],[0.99152654 0.00847343],[0.9167612  0.08602406],train
0,[ 1.0933248 -2.4355981],[0.9714996  0.02850039],[0.7490073  0.08049813],train
0,[ 3.8285124 -4.3350987],[9.9971527e-01 2.8475080e-04],[0.97872066 0.01293117],train
0,[ 3.1131074 -2.901457 ],[0.997563   0.00243696],[0.9574302  0.05208158],train
0,[ 2.8063807 -4.0644355],[0.9989635  0.00103655],[0.9430197  0.01688276],train
0,[ 3.5912874 -3.511551 ],[9.991779e-01 8.220898e-04],[0.9731765  0.02898535],train
1,[-2.817578   2.8565829],[0.0034218  0.99657816],[0.05638165 0.9456579 ],train
0,[ 2.505791  -2.5132422],[0.9934325 0.0065675],[0.9245468  0.07493505],train
0,[ 2.4234757 -2.5078306],[0.9928347  0.00716536],[0.9186001  0.07531104],train
0,[ 2.0576048 -2.1896775],[0.9858986  0.01410136],[0.8867138 0.1006813],train
0,[ 1.5810916 -1.4292196],[0.9530378  0.04696221],[0.82935905 0.19322029],train
0,[ 3.1212246 -3.4773717],[0.9986395  0.00136043],[0.9577598  0.02996298],train
0,[ 1.9187084 -2.932751 ],[0.9922437  0.00775633],[0.8719943  0.05055811],train
0,[ 2.9341729 -3.0192654],[0.9974099  0.00259017],[0.94951004 0.04656307],train
0,[-1.0070823   0.36825916],[0.2017582 0.7982418],[0.2675512 0.5910383],train
0,[ 1.5833163 -2.3692353],[0.98115623 0.01884373],[0.82967365 0.08554894],train
0,[ 1.0974959 -1.7390097],[0.9446169  0.05538306],[0.7497906  0.14943875],train
0,[ 0.6866531 -0.522437 ],[0.77013785 0.2298621 ],[0.665222   0.37228256],train
0,[ 1.5740639 -1.7985576],[0.9668378  0.03316215],[0.82836217 0.14202672],train
1,[-2.3096907  1.3168832],[0.02591759 0.9740824 ],[0.09032355 0.78866273],train
0,[ 1.1708406 -2.311761 ],[0.9701886  0.02981134],[0.7632969 0.0901536],train
0,[ 2.01739   -2.8672395],[0.9924948  0.00750517],[0.88261086 0.053797  ],train
0,[ 2.5375178 -2.6547198],[0.9944712  0.00552881],[0.9267304  0.06569871],train
0,[ 3.7118652 -3.3036373],[9.9910295e-01 8.9704909e-04],[0.97615075 0.03544662],train
0,[ 0.9735321 -2.761741 ],[0.9766897  0.02331032],[0.7258229  0.05942698],train
0,[ 3.549472 -3.343122],[0.9989857  0.00101425],[0.97206306 0.03412112],train
0,[ 2.585214 -2.16067 ],[0.9913874  0.00861256],[0.92990386 0.10333835],train
0,[ 1.2450325 -1.9110466],[0.9591476  0.04085241],[0.7764388  0.12886332],train
1,[-2.3095195  1.4989927],[0.02169983 0.97830015],[0.09033763 0.8174242 ],train
0,[ 0.12563828 -1.041387  ],[0.7626069 0.2373931],[0.5313683  0.26088247],train
0,[ 3.477637  -3.2961266],[0.998858   0.00114208],[0.9700447  0.03570431],train
0,[ 2.0839984 -1.95188  ],[0.98263663 0.01736334],[0.88933814 0.12434851],train
0,[ 2.5211532 -3.4539664],[0.99746525 0.00253476],[0.9256115 0.0306508],train
0,[ 1.0257632 -1.7624336],[0.9420347  0.05796534],[0.73609364 0.1464858 ],train
0,[ 3.134896  -3.8397324],[9.990656e-01 9.344398e-04],[0.9583095  0.02104686],train
1,[-1.8935963  1.4589652],[0.03381138 0.9661886 ],[0.13083497 0.81137437],train
0,[ 3.7701356 -4.451015 ],[9.9973112e-01 2.6883325e-04],[0.9774704  0.01153218],train
0,[ 3.310993  -3.0434768],[0.99826413 0.00173594],[0.964804   0.04549994],train
0,[ 1.19404   -2.4330962],[0.9740966 0.0259034],[0.7674628  0.08068351],train
0,[ 1.8031518 -3.6329362],[0.9956624 0.0043376],[0.8585322  0.02575745],train
0,[ 1.9053323 -2.4890316],[0.9878038  0.01219615],[0.8704938 0.0766307],train
0,[ 2.8566074 -2.961283 ],[0.9970349  0.00296505],[0.9456592  0.04920595],train
0,[ 0.13695416 -0.5157935 ],[0.6576293  0.34237063],[0.5341851  0.37383637],train
0,[ 1.0203005 -1.7441913],[0.94072664 0.05927341],[0.7350311  0.14878134],train
0,[ 3.1511528 -3.1603336],[0.99818796 0.00181204],[0.9589541  0.04068603],train
0,[ 2.9561932 -3.0909362],[0.99764097 0.00235906],[0.95055544 0.04348268],train
0,[ 1.6996459 -2.494925 ],[0.9851467  0.01485326],[0.8454885  0.07621472],train
0,[ 3.3202517 -3.807516 ],[9.9919814e-01 8.0186542e-04],[0.96511704 0.02172098],train
0,[ 0.9454326 -2.0705733],[0.95329195 0.04670799],[0.7201957 0.11199  ],train
0,[ 2.5987194 -3.645208 ],[0.9980616  0.00193845],[0.93077916 0.02545129],train
0,[ 1.3602239 -1.8294593],[0.9604442  0.03955581],[0.79579604 0.13830268],train
0,[ 2.0580075 -2.9405768],[0.99329776 0.00670227],[0.8867542  0.05018377],train
0,[ 3.4005942 -3.3331425],[0.99881136 0.00118866],[0.9677231  0.03445154],train
0,[ 3.1398375 -3.8845205],[9.991109e-01 8.891476e-04],[0.95850646 0.02014358],train
1,[-3.4264617  2.442702 ],[0.00281728 0.9971827 ],[0.03147863 0.9200261 ],train
0,[ 0.9496326 -1.462449 ],[0.9177439  0.08225605],[0.72104126 0.18809304],train
0,[ 2.2712665 -2.6308167],[0.9926238  0.00737627],[0.9064693  0.06718125],train
0,[ 3.5212104 -3.2858093],[0.9988952  0.00110476],[0.9712852  0.03606123],train
0,[ 3.2934964 -3.5186098],[0.9989008  0.00109916],[0.964205   0.02878734],train
0,[ 1.2408085 -1.6659682],[0.9481804  0.05181958],[0.7757047  0.15896246],train
0,[ 2.8475692 -3.1346722],[0.9974832  0.00251681],[0.94519293 0.0416995 ],train
1,[-1.8908521  1.728928 ],[0.02608966 0.97391033],[0.13114734 0.8492753 ],train
0,[ 1.76779   -2.0207632],[0.97787243 0.02212761],[0.8541826  0.11704009],train
0,[ 0.26481253 -1.4140555 ],[0.8427546  0.15724541],[0.56581897 0.19559519],train
0,[ 1.5208079 -1.779965 ],[0.96445537 0.03554468],[0.8206574  0.14430745],train
0,[ 4.243653  -4.3396087],[9.9981290e-01 1.8717836e-04],[0.98584807 0.01287374],train
0,[ 1.8724192 -1.8409091],[0.97618484 0.02381519],[0.86673796 0.1369438 ],train
0,[ 4.1407886 -4.126326 ],[9.9974328e-01 2.5675935e-04],[0.9843389  0.01588565],train
1,[-1.3177572  1.6490697],[0.04894722 0.9510528 ],[0.21119168 0.83876526],train
0,[ 2.147059  -3.5340953],[0.99660194 0.00339803],[0.8953936  0.02835753],train
0,[ 3.2693374 -3.1896086],[0.99843603 0.001564  ],[0.9633618  0.03955865],train
0,[ 2.3933947 -2.3886771],[0.991691 0.008309],[0.9163222  0.08404021],train
0,[ 3.0387216 -3.2938163],[0.9982256  0.00177436],[0.95429313 0.03578394],train
0,[ 1.085158  -1.4297355],[0.9251793  0.07482066],[0.7474688  0.19313988],train
0,[ 2.5415246 -3.3828084],[0.9973335  0.00266646],[0.92700213 0.03283709],train
0,[ 1.4038053 -1.8969575],[0.9644549  0.03554503],[0.802787   0.13045321],train
0,[ 1.5243835 -2.752114 ],[0.9862991 0.0137009],[0.8211831  0.05996737],train
0,[ 3.473279  -3.5437124],[9.991042e-01 8.957154e-04],[0.96991783 0.02809375],train
0,[ 3.514302  -4.0164447],[9.9946398e-01 5.3605024e-04],[0.971092   0.01769804],train
0,[ 2.4263113 -3.023637 ],[0.9957218  0.00427815],[0.91881174 0.04636938],train
0,[ 4.6344   -4.342567],[9.9987376e-01 1.2626937e-04],[0.9903814 0.0128362],train
0,[ 3.337736 -3.172782],[0.9985145 0.0014855],[0.96570086 0.04020293],train
0,[ 1.8689507 -2.3148973],[0.98498905 0.01501099],[0.8663368  0.08989666],train
0,[ 1.6039697 -1.5932916],[0.9607311  0.03926891],[0.83257246 0.16892128],train
0,[ 2.2424612 -2.8531606],[0.9939137  0.00608623],[0.9039983  0.05451817],train
0,[ 2.079664  -1.9892932],[0.98319215 0.01680787],[0.88891083 0.12033165],train
0,[ 3.1472256 -3.601251 ],[0.9988287  0.00117129],[0.9587993  0.02656463],train
0,[ 1.9040962 -3.0637386],[0.99308985 0.00691011],[0.8703544  0.04462804],train
0,[ 1.2383301 -1.6797923],[0.94873506 0.05126495],[0.7752732  0.15712298],train
0,[ 4.419153 -4.494143],[9.9986541e-01 1.3456943e-04],[0.9880989  0.01105077],train
0,[ 2.7293596 -2.597666 ],[0.995165   0.00483501],[0.938737   0.06928878],train
0,[ 1.5500685 -1.9966489],[0.9719882  0.02801181],[0.82492363 0.11955521],train
0,[ 2.2532532 -3.0395138],[0.9949974  0.00500268],[0.9049308  0.04567236],train
0,[ 2.8980699 -3.0514214],[0.9973997  0.00260039],[0.9477509  0.04515615],train
0,[ 3.1473572 -3.3530982],[0.9984995 0.0015005],[0.9588044  0.03379386],train
0,[ 3.3060167 -4.043745 ],[9.9935764e-01 6.4233248e-04],[0.9646347  0.01722963],train
0,[ 3.1512794 -3.3126886],[0.9984439  0.00155617],[0.9589591  0.03513845],train
0,[-0.16456003 -0.7520547 ],[0.64279014 0.3572099 ],[0.45895255 0.32037374],train
0,[ 1.861219  -2.6878304],[0.9895335  0.01046655],[0.86543894 0.06369528],train
0,[ 2.9655344 -2.8872359],[0.99713624 0.00286371],[0.95099264 0.05278816],train
0,[ 1.4721252 -1.4469031],[0.94877917 0.05122091],[0.8133802  0.19047862],train
0,[ 3.259116  -3.1349175],[0.99833125 0.00166871],[0.9629993 0.0416897],train
0,[ 2.925441  -2.7398677],[0.9965479  0.00345212],[0.9490898  0.06066144],train
0,[ 2.1805484 -2.6945777],[0.99242365 0.00757629],[0.8984891  0.06329408],train
0,[ 2.7420318 -3.878329 ],[0.9986688  0.00133118],[0.93946177 0.02026615],train
0,[ 1.7286655 -1.9605285],[0.9756173  0.02438276],[0.8492417  0.12340985],train
0,[ 0.88780904 -1.9864465 ],[0.9465591  0.05344097],[0.7084378  0.12063331],train
0,[ 2.2116663 -2.0365922],[0.98591214 0.01408779],[0.9012922  0.11541419],train
0,[ 0.2647102 -0.267325 ],[0.6299577  0.37004232],[0.5657938 0.4335639],train
0,[ 2.4446867 -2.9869995],[0.9956434  0.00435665],[0.920172   0.04801666],train
0,[ 0.68702316 -0.90477777],[0.8308693  0.16913067],[0.6653044  0.28806967],train
0,[ 1.6498219 -1.6890798],[0.96573955 0.03426049],[0.838867  0.1558969],train
0,[ 2.4629567 -2.2660182],[0.9912418  0.00875814],[0.92150384 0.0939767 ],train
1,[-1.6147485   0.95128435],[0.07135674 0.9286432 ],[0.16593039 0.7213734 ],train
0,[-0.2621285  0.7431195],[0.26791087 0.7320891 ],[0.43484053 0.67767763],train
0,[ 2.704222  -3.0028303],[0.99668854 0.00331145],[0.9372753  0.04729817],train
0,[ 2.4559581 -2.9299   ],[0.99544    0.00456002],[0.92099607 0.05069514],train
0,[ 0.43966556 -1.5000209 ],[0.8743177  0.12568231],[0.60817933 0.18242241],train
0,[ 3.8082378 -4.5126004],[9.9975663e-01 2.4333260e-04],[0.9782944  0.01085086],train
1,[-1.2644261  0.3834463],[0.1613967 0.8386034],[0.22021292 0.59470403],train
0,[ 2.6585853 -2.8356378],[0.99590635 0.00409362],[0.9345382  0.05542848],train
0,[ 2.7980125 -2.9763086],[0.99690324 0.00309669],[0.9425683  0.04850772],train
0,[ 1.0247294 -2.2099555],[0.9621189  0.03788113],[0.7358928  0.09886005],train
0,[ 2.6041937 -1.9384998],[0.98946744 0.01053258],[0.93113106 0.12581275],train
1,[-2.04504    1.0321862],[0.04405649 0.9559435 ],[0.11455452 0.7373395 ],train
1,[-1.2096338  0.9232523],[0.10594131 0.89405876],[0.22976586 0.7157043 ],train
0,[ 0.77574307 -0.8482147 ],[0.83534026 0.16465978],[0.68476194 0.29980752],train
0,[ 0.81786054 -1.1505718 ],[0.87744266 0.12255736],[0.69378203 0.24038465],train
0,[ 2.8760295 -3.8322732],[0.9987808  0.00121925],[0.94664866 0.0212011 ],train
0,[ 2.1172042 -1.9927949],[0.98385715 0.01614292],[0.8925642  0.11996149],train
0,[ 3.4111483 -3.1730692],[0.9986199 0.0013801],[0.9680511  0.04019185],train
0,[ 0.6516327 -1.6881776],[0.9121209  0.08787911],[0.65737826 0.15601565],train
0,[ 1.8429116 -1.9042591],[0.97695905 0.02304097],[0.8632927 0.1296272],train
1,[-2.0245874  1.6960994],[0.02364472 0.97635525],[0.11664548 0.8450246 ],train
0,[ 3.0160897 -3.9900033],[9.9909449e-01 9.0552197e-04],[0.95329577 0.01816363],train
0,[ 2.2571144 -2.6222162],[0.99245524 0.00754474],[0.9052624  0.06772224],train
0,[ 1.9736882 -2.1956365],[0.9847728  0.01522724],[0.87800676 0.10014302],train
0,[ 1.6245574 -1.5668447],[0.9605094  0.03949057],[0.8354227  0.17266668],train
0,[ 2.8251786 -2.9169948],[0.99680245 0.00319753],[0.9440214  0.05131982],train
0,[ 1.4275061 -1.453241 ],[0.9468864  0.05311355],[0.8065124  0.18950327],train
0,[ 2.3142579 -2.585553 ],[0.9926071  0.00739293],[0.910051   0.07007402],train
0,[ 3.5830507 -3.464796 ],[9.9913150e-01 8.6852367e-04],[0.97296065 0.03033066],train
0,[ 2.3723433 -2.6123216],[0.9932045  0.00679557],[0.91469383 0.06834962],train
1,[-2.7277505  2.2419083],[0.00689761 0.99310243],[0.06135558 0.9039503 ],train
1,[-3.7998564  2.9717257],[0.00114457 0.9988555 ],[0.02188434 0.95128036],train
0,[ 1.9667174 -2.6010518],[0.98972553 0.01027443],[0.8772581  0.06907076],train
0,[ 1.0925214 -1.6153818],[0.93749136 0.06250861],[0.74885625 0.16584276],train
0,[ 0.73251075 -1.5436484 ],[0.9068832 0.0931168],[0.675356   0.17600553],train
0,[ 2.5591624 -3.6216676],[0.99793553 0.00206444],[0.9281866  0.02604175],train
1,[-1.3028927  0.9581802],[0.0943986 0.9056014],[0.2136786 0.7227573],train
0,[ 3.6087742 -3.9323947],[9.9946958e-01 5.3049513e-04],[0.9736292  0.01922004],train
0,[ 2.5807722 -3.1753314],[0.9968465  0.00315344],[0.92961377 0.04010467],train
0,[ 4.0636735 -3.8992245],[9.996520e-01 3.480215e-04],[0.9831045  0.01985539],train
0,[ 0.34537894 -0.7156113 ],[0.7428797  0.25712025],[0.58549654 0.32836014],train
0,[ 3.8343863 -3.4067173],[9.9928397e-01 7.1600749e-04],[0.97884274 0.03208619],train
0,[ 3.4592538 -3.651101 ],[9.991841e-01 8.159388e-04],[0.9695059  0.02530553],train
0,[ 2.7775958 -2.5421367],[0.9951298  0.00487023],[0.9414531  0.07295653],train
0,[ 1.7310009 -1.5599853],[0.9641183  0.03588172],[0.84954035 0.17364877],train
0,[ 2.738025  -2.4883325],[0.9946556  0.00534435],[0.9392335  0.07668018],train
0,[ 3.3060255 -3.7680366],[9.991540e-01 8.460698e-04],[0.9646349  0.02257592],train
0,[ 2.0434263 -2.4542255],[0.9889875  0.01101249],[0.8852817  0.07913009],train
0,[ 2.028397 -1.976916],[0.98210734 0.01789261],[0.88374645 0.12164799],train
0,[ 4.0272093 -5.0591087],[9.99886751e-01 1.13191294e-04],[0.9824881  0.00631113],train
0,[ 3.2802231 -3.5754573],[0.9989477  0.00105235],[0.9637441  0.02723983],train
0,[ 2.9734504 -3.4158082],[0.99832326 0.00167669],[0.95136017 0.03180506],train
0,[ 2.8691795 -3.27929  ],[0.9978678  0.00213219],[0.9463017  0.03628854],train
0,[ 2.8884947 -3.1629512],[0.99765104 0.00234892],[0.9472748  0.04058399],train
0,[-0.00097798 -0.83922446],[0.6980958  0.30190423],[0.4997555  0.30169815],train
0,[ 3.6496952 -4.2255564],[9.9962008e-01 3.7988886e-04],[0.97465974 0.01440662],train
0,[ 3.0558412 -3.4866025],[0.9985611  0.00143889],[0.955034   0.02969584],train
0,[ 3.0226414 -3.9412222],[9.9905545e-01 9.4454392e-04],[0.95358664 0.01905434],train
0,[ 2.857518  -3.3487895],[0.9979874  0.00201261],[0.945706   0.03393483],train
0,[ 1.1855098 -1.6047117],[0.94214517 0.05785489],[0.76593703 0.16732413],train
