class,sigmoid_output,set
0,[0.9327045  0.03620337],train
0,[0.73811203 0.20439728],train
0,[0.7474688  0.19313988],train
0,[0.90761775 0.04402548],train
1,[0.10027324 0.8236356 ],train
0,[0.97126603 0.03547948],train
0,[0.849305  0.0695845],train
0,[0.9219753  0.03975466],train
0,[0.9774031  0.03715238],train
1,[0.15487157 0.76564187],train
0,[0.9734369  0.03045528],train
0,[0.956416   0.02711614],train
0,[0.9625032  0.02193934],train
0,[0.93483394 0.08160771],train
0,[0.9279873  0.04890153],train
0,[0.9416938  0.02248579],train
0,[0.94225234 0.04673637],train
0,[0.9415153  0.04216347],train
0,[0.6347059  0.27660912],train
0,[0.858946   0.08970325],train
0,[0.977436  0.0297293],train
1,[0.05151112 0.84279156],train
0,[0.942387   0.02213085],train
0,[0.8581965  0.03656649],train
0,[0.7956044  0.07258295],train
0,[0.8565991  0.13952495],train
0,[0.90022945 0.03737122],train
0,[0.9382699  0.06394805],train
0,[0.9444292  0.03067089],train
0,[0.9504162  0.04242903],train
0,[0.9660077  0.01973801],train
0,[0.90167856 0.14182746],train
0,[0.83211434 0.07205468],train
0,[0.83402604 0.09539229],train
0,[0.86518455 0.12497061],train
0,[0.9088777  0.02542831],train
1,[0.12345275 0.6808184 ],train
0,[0.85532707 0.09112911],train
0,[0.9145017  0.06184544],train
0,[0.77954334 0.15437284],train
0,[0.97268176 0.02418406],train
0,[0.23652294 0.78263015],train
0,[0.9773866  0.01808626],train
0,[0.94780856 0.03541142],train
0,[0.8607595  0.05048199],train
0,[0.73590577 0.22016554],train
0,[0.13555135 0.69236684],train
0,[0.81783307 0.2492331 ],train
0,[0.90660536 0.06773577],train
1,[0.08945675 0.84561336],train
0,[0.951787   0.04596638],train
0,[0.96713334 0.03068942],train
0,[0.7782687 0.190092 ],train
1,[0.06333493 0.8064829 ],train
0,[0.92770916 0.06483087],train
1,[0.13265443 0.7704378 ],train
0,[0.96765    0.03334342],train
0,[0.9871229  0.00935727],train
1,[0.03330003 0.90129185],train
0,[0.8235767  0.12612298],train
0,[0.7340453  0.12594461],train
0,[0.97074234 0.02467909],train
0,[0.95969844 0.05867085],train
0,[0.82245237 0.14138474],train
0,[0.8544478  0.15890789],train
0,[0.9002931  0.08870003],train
0,[0.91235065 0.03093701],train
0,[0.8206574  0.14430745],train
0,[0.91464716 0.10053369],train
0,[0.94804806 0.05421522],train
0,[0.979661   0.00851864],train
0,[0.93907523 0.06256066],train
0,[0.96216494 0.05775752],train
1,[0.3563125  0.78533834],train
0,[0.9219128  0.05740821],train
0,[0.7797982  0.17079295],train
0,[0.9714038  0.06684858],train
0,[0.7962662  0.10957947],train
0,[0.96702397 0.02327557],train
0,[0.9418766 0.0422061],train
0,[0.4739075 0.4588132],train
0,[0.75041497 0.21703011],train
0,[0.6310415  0.22331247],train
0,[0.79486245 0.18924369],train
0,[0.8610393  0.16806829],train
0,[0.5043652  0.26005137],train
0,[0.93541604 0.12977175],train
1,[0.14999634 0.745718  ],train
0,[0.9333347  0.04982635],train
0,[0.9199438  0.08189379],train
0,[0.96575934 0.03849286],train
0,[0.88521117 0.15396257],train
0,[0.84145933 0.21288489],train
0,[0.9482373 0.0564234],train
0,[0.9879076  0.01473641],train
0,[0.9719349  0.03801523],train
0,[0.8535398  0.13547894],train
0,[0.6869459 0.1150218],train
0,[0.9451485  0.04270883],train
0,[0.9280894  0.08158127],train
0,[0.9258056  0.08219179],train
0,[0.9288133  0.07940681],train
0,[0.9608558  0.02168074],train
0,[0.70581424 0.23944889],train
0,[0.96949357 0.01915989],train
0,[0.8944119  0.05719138],train
0,[0.95883316 0.05466955],train
0,[0.9667221  0.01906045],train
1,[0.03077769 0.9533756 ],train
0,[0.98593605 0.01774222],train
0,[0.92953396 0.06158678],train
0,[0.9746388  0.01390801],train
0,[0.9655244  0.01731233],train
0,[0.7721531  0.20254032],train
0,[0.8658946 0.069627 ],train
0,[0.88004774 0.1047562 ],train
0,[0.9110137  0.06058705],train
1,[0.23484565 0.7744603 ],train
0,[0.86358196 0.06312873],train
0,[0.9219306  0.04580211],train
0,[0.71620923 0.13997911],train
0,[0.9680511  0.04019185],train
0,[0.7771813  0.21007396],train
0,[0.8787139  0.13198406],train
0,[0.97132486 0.01346223],train
0,[0.9481504  0.05414082],train
0,[0.9729961  0.02078042],train
0,[0.93831223 0.0462761 ],train
0,[0.95818096 0.03266703],train
0,[0.9675812  0.02688093],train
1,[0.1876563  0.70576996],train
0,[0.82930046 0.20826153],train
0,[0.78103805 0.15095858],train
0,[0.9094724  0.05207344],train
0,[0.9268957  0.02358135],train
0,[0.82145196 0.13351485],train
0,[0.35761636 0.67335445],train
0,[0.92041135 0.01996551],train
0,[0.8061201  0.14564131],train
0,[0.9807294  0.00998611],train
0,[0.9706435  0.01607676],train
0,[0.9316396  0.09018262],train
0,[0.73491436 0.16737124],train
0,[0.47361022 0.14052789],train
0,[0.7771339  0.09668233],train
0,[0.9732853  0.01582319],train
0,[0.93621844 0.03752368],train
0,[0.9199435  0.13557485],train
0,[0.9720856  0.04176275],train
0,[0.5759553  0.30859563],train
1,[0.14538817 0.765868  ],train
0,[0.9476701  0.03655253],train
0,[0.97277564 0.01989007],train
0,[0.93938255 0.03910906],train
0,[0.8853315 0.0818353],train
0,[0.8372137  0.10979404],train
0,[0.79493314 0.15321416],train
0,[0.8131752  0.14345048],train
0,[0.92177886 0.05442386],train
1,[0.04313518 0.87257963],train
0,[0.94421136 0.04162628],train
0,[0.96149826 0.05160005],train
0,[0.9879318  0.01555555],train
0,[0.658943  0.1131553],train
0,[0.9766692  0.02059276],train
0,[0.7191958  0.31867146],train
0,[0.7225786  0.21063724],train
0,[0.9266517  0.04566064],train
0,[0.8994884  0.05455384],train
0,[0.89778984 0.04746807],train
0,[0.92561436 0.04670027],train
0,[0.8239467  0.05551469],train
0,[0.8664274  0.08459935],train
0,[0.7691833  0.18644294],train
0,[0.97092056 0.01284231],train
0,[0.95817417 0.03247824],train
0,[0.55201316 0.2072391 ],train
0,[0.96787274 0.0139903 ],train
0,[0.8094215  0.11514692],train
0,[0.89868885 0.07817822],train
0,[0.93200535 0.07135786],train
0,[0.9528337  0.07501202],train
0,[0.95995754 0.05072149],train
0,[0.78524846 0.20855111],train
0,[0.74157727 0.25170982],train
0,[0.89928466 0.05782999],train
0,[0.98098767 0.01804822],train
1,[0.17025113 0.8297984 ],train
0,[0.9287103 0.0463222],train
0,[0.9703427  0.03320908],train
0,[0.96925956 0.02981023],train
0,[0.80480283 0.14452945],train
0,[0.93207014 0.06496309],train
0,[0.8741567  0.14934362],train
0,[0.92992944 0.04014381],train
0,[0.94762194 0.02290635],train
1,[0.09930971 0.892195  ],train
0,[0.95957077 0.02883755],train
1,[0.17722097 0.43396708],train
0,[0.9112899  0.11465852],train
0,[0.8993762  0.05667998],train
0,[0.9876343  0.01070211],train
0,[0.97141784 0.01405782],train
0,[0.92924285 0.05151661],train
0,[0.9809796  0.01168913],train
0,[0.9598357  0.03964674],train
0,[0.9023765  0.04522034],train
1,[0.1490412 0.8134163],train
0,[0.7295609  0.20368795],train
0,[0.93420345 0.06432994],train
0,[0.9552027  0.04361455],train
0,[0.9794764  0.02668581],train
0,[0.9824917 0.0124269],train
1,[0.0284703 0.9217564],train
0,[0.9180809  0.08356512],train
0,[0.8960772 0.1384381],train
0,[0.9564114 0.019603 ],train
1,[0.10582818 0.83527964],train
0,[0.9493622  0.04989202],train
0,[0.94327235 0.0335207 ],train
0,[0.86516225 0.10629816],train
0,[0.9155546  0.05376537],train
1,[0.04570177 0.93613434],train
0,[0.93288934 0.03689141],train
0,[0.7801556  0.23025589],train
0,[0.82935905 0.19322029],train
1,[0.03912634 0.9471258 ],train
0,[0.94588494 0.03819814],train
0,[0.922826   0.09110685],train
0,[0.9152764  0.11350306],train
1,[0.2378873 0.5306333],train
0,[0.873963   0.02733695],train
0,[0.9455541  0.02702918],train
0,[0.5159931  0.40921113],train
0,[0.8789029  0.08979762],train
0,[0.6006639 0.2907791],train
0,[0.98748416 0.01665195],train
0,[0.8245594  0.07891438],train
0,[0.9707519  0.03991223],train
0,[0.62213874 0.3019245 ],train
0,[0.9527915  0.02600596],train
0,[0.9300402  0.06974905],train
0,[0.8168735  0.11901814],train
0,[0.9114862  0.08605599],train
0,[0.96866256 0.01776998],train
0,[0.9545143 0.0313717],train
0,[0.97884274 0.03208619],train
0,[0.9455362  0.05424081],train
0,[0.97296065 0.03033066],train
0,[0.96135724 0.04595587],train
0,[0.59188414 0.25884128],train
0,[0.93144906 0.05315276],train
0,[0.92312676 0.0524843 ],train
0,[0.91393745 0.04376706],train
0,[0.93328863 0.06125962],train
0,[0.8487002  0.14422072],train
0,[0.80382836 0.15863585],train
0,[0.91946185 0.02408261],train
0,[0.9491594 0.053994 ],train
0,[0.6289842  0.30476072],train
0,[0.44281968 0.39277503],train
0,[0.8410455  0.09504028],train
0,[0.96786916 0.02862457],train
0,[0.9547412 0.0543105],train
0,[0.97004277 0.02814758],train
0,[0.9320543  0.04082023],train
0,[0.95991534 0.03167757],train
0,[0.8567115 0.1313578],train
0,[0.90011185 0.08326299],train
0,[0.8626783  0.09048437],train
0,[0.91403824 0.07000441],train
0,[0.6443974  0.15002598],train
0,[0.9710388  0.03061569],train
0,[0.9351857  0.05425303],train
1,[0.3362195  0.63188696],train
0,[0.95583993 0.04479593],train
0,[0.9448545  0.05861854],train
0,[0.9151534  0.04154636],train
0,[0.52779967 0.40434077],train
0,[0.9771184  0.01163001],train
0,[0.84757626 0.07336506],train
0,[0.93746823 0.05952004],train
0,[0.98245037 0.01725651],train
0,[0.94529134 0.04619354],train
0,[0.91666275 0.06864267],train
0,[0.9841987  0.01708939],train
0,[0.9072835 0.0451703],train
0,[0.7787543 0.1926525],train
0,[0.81132233 0.21309432],train
0,[0.9809492  0.02074515],train
0,[0.96940315 0.03663537],train
0,[0.9290869  0.05295861],train
0,[0.8606613  0.09946798],train
0,[0.96960056 0.04317324],train
0,[0.96326977 0.04086725],train
0,[0.16008064 0.7677037 ],train
0,[0.9646347  0.01722963],train
0,[0.9792404  0.00967145],train
0,[0.97561294 0.01598806],train
0,[0.9141442  0.04342959],train
0,[0.33462185 0.60842997],train
0,[0.97454584 0.038355  ],train
1,[0.15586944 0.7378696 ],train
0,[0.8466646  0.17027056],train
0,[0.9721801  0.02333787],train
0,[0.95127463 0.08857913],train
0,[0.9604386  0.04310746],train
0,[0.9714883  0.02735632],train
1,[0.08509482 0.8242243 ],train
0,[0.75012237 0.14804281],train
0,[0.923526  0.1385918],train
1,[0.13960044 0.7255597 ],train
0,[0.9202699  0.06333525],train
1,[0.01822993 0.95982903],train
0,[0.9259195  0.04298371],train
1,[0.02980406 0.9515524 ],train
0,[0.757345   0.17518972],train
1,[0.3330262 0.6775191],train
0,[0.8698407  0.08640958],train
0,[0.53689474 0.43608338],train
0,[0.94335926 0.04905864],train
0,[0.12245477 0.8358225 ],train
0,[0.98002404 0.00905746],train
0,[0.72840744 0.13431554],train
0,[0.88584185 0.05944509],train
0,[0.9582068  0.04251288],train
0,[0.94183373 0.04062708],train
0,[0.96794575 0.05503684],train
0,[0.96454996 0.0247605 ],train
0,[0.8358481  0.07034623],train
0,[0.9202328 0.0387416],train
0,[0.8396257  0.08693223],train
1,[0.05750476 0.8973848 ],train
0,[0.86619383 0.12566638],train
0,[0.9152965  0.06626317],train
0,[0.92153776 0.1162264 ],train
0,[0.9428207  0.07434199],train
0,[0.94543433 0.0288584 ],train
0,[0.9344024  0.09388801],train
0,[0.94926924 0.0431774 ],train
0,[0.75960904 0.14874946],train
0,[0.16496435 0.73993176],train
0,[0.97790396 0.02480981],train
1,[0.07536401 0.8733314 ],train
0,[0.66482913 0.21089368],train
0,[0.9615742  0.03340233],train
0,[0.92302173 0.02297546],train
0,[0.9713894  0.00892431],train
1,[0.128317  0.8715166],train
1,[0.13521083 0.79928243],train
1,[0.02170234 0.9541423 ],train
0,[0.5936736  0.35312852],train
0,[0.95385355 0.06287389],train
1,[0.05036287 0.9327242 ],train
0,[0.9717875  0.03198906],train
0,[0.9640457  0.02436401],train
0,[0.8894901  0.09985587],train
0,[0.96366894 0.041184  ],train
0,[0.908917   0.12188966],train
0,[0.90711564 0.033029  ],train
0,[0.8286052  0.14244257],train
0,[0.94872665 0.0358312 ],train
1,[0.18419558 0.80133057],train
0,[0.89454967 0.06806754],train
0,[0.9687686  0.01545579],train
0,[0.9594811  0.01626506],train
0,[0.8530496  0.05221756],train
1,[0.41299787 0.6180935 ],train
0,[0.93470573 0.02846121],train
0,[0.90961796 0.03641643],train
0,[0.8132173  0.22403742],train
0,[0.8443048  0.10944524],train
0,[0.97705746 0.02543397],train
0,[0.93522143 0.07703821],train
0,[0.9092741  0.10364601],train
0,[0.926279   0.04807698],train
0,[0.98310846 0.00841322],train
0,[0.8277278  0.16263884],train
0,[0.93110335 0.07406206],train
0,[0.94960487 0.02502283],train
0,[0.3870509  0.43352765],train
0,[0.8610703  0.13646625],train
1,[0.07713474 0.90386236],train
0,[0.975044   0.01690128],train
0,[0.9317783  0.04439806],train
0,[0.92457503 0.07297696],train
0,[0.9379659  0.04730824],train
0,[0.87025654 0.06506464],train
0,[0.49605197 0.5428464 ],train
0,[0.56073606 0.30405802],train
0,[0.80797213 0.05960976],train
0,[0.94317913 0.03172795],train
0,[0.66865045 0.2843649 ],train
0,[0.93594015 0.01670456],train
1,[0.07111475 0.94255304],train
0,[0.9160223  0.06879607],train
0,[0.9801451  0.01737586],train
0,[0.90135354 0.07035814],train
0,[0.93061155 0.05582363],train
0,[0.8306006  0.08257364],train
0,[0.9709986  0.02541715],train
0,[0.92168874 0.06659949],train
0,[0.8712718  0.09439906],train
0,[0.703061  0.1325261],train
0,[0.9673698  0.03113655],train
0,[0.82385504 0.12386621],train
0,[0.90231115 0.0501768 ],train
1,[0.07530644 0.90088385],train
0,[0.9325217  0.04547188],train
0,[0.69838446 0.24625553],train
0,[0.5327765  0.35286474],train
0,[0.98742384 0.01001881],train
0,[0.8840144  0.11377669],train
0,[0.95554554 0.03393688],train
0,[0.9230186  0.02918126],train
1,[0.0915443 0.9056683],train
0,[0.7074921  0.14043418],train
0,[0.9133137  0.06560466],train
0,[0.75255656 0.17172311],train
0,[0.88274527 0.0981444 ],train
0,[0.74819976 0.1178536 ],train
0,[0.9669634  0.03694158],train
0,[0.93982995 0.05355135],train
0,[0.8489982  0.15270032],train
0,[0.970221   0.01501471],train
1,[0.03226773 0.860175  ],train
0,[0.9307765  0.07092188],train
1,[0.14065515 0.8561899 ],train
0,[0.9133432  0.04103404],train
1,[0.20239885 0.7181469 ],train
0,[0.8834348  0.13924906],train
0,[0.76463956 0.05046465],train
0,[0.92279816 0.02749911],train
0,[0.8527541  0.09050286],train
0,[0.8798777 0.0658797],train
0,[0.68539137 0.30278796],train
1,[0.0695198 0.9179973],train
0,[0.8915171  0.08594242],train
0,[0.939066 0.034501],train
0,[0.87247634 0.12565006],train
0,[0.7302398  0.20350054],train
0,[0.961477   0.03028204],train
0,[0.89730585 0.08559484],train
0,[0.96658707 0.03067078],train
0,[0.34161645 0.3880103 ],train
0,[0.8698941  0.18749526],train
0,[0.92815644 0.04464019],train
0,[0.6414786  0.13822137],train
1,[0.20031421 0.79094356],train
0,[0.9254696  0.06323573],train
0,[0.97845775 0.02646264],train
0,[0.8320192  0.09196939],train
0,[0.7723027  0.20479877],train
0,[0.7008323  0.11999681],train
0,[0.85491484 0.14932269],train
0,[0.97421604 0.02234423],train
0,[0.9730612  0.01747219],train
1,[0.15896365 0.75410026],train
0,[0.9852411  0.02123137],train
0,[0.9611136  0.02771126],train
1,[0.03201276 0.8778062 ],train
0,[0.9790602  0.01158662],train
0,[0.96392816 0.01912324],train
0,[0.9428447  0.05912305],train
0,[0.8301794  0.14679901],train
0,[0.8462551  0.09377094],train
0,[0.83365    0.14154099],train
0,[0.9670104  0.01295251],train
0,[0.8588341  0.18848509],train
0,[0.7403055  0.23294656],train
0,[0.9218205  0.06098471],train
0,[0.74873054 0.15892851],train
0,[0.89656514 0.03260022],train
0,[0.8437192 0.1514729],train
0,[0.9675944  0.02544114],train
0,[0.86463594 0.15344612],train
0,[0.9695914 0.0139432],train
0,[0.94672793 0.02681165],train
1,[0.07285214 0.8157941 ],train
0,[0.8410669  0.10458844],train
0,[0.6275186  0.22955774],train
1,[0.09059665 0.8502654 ],train
0,[0.9773981  0.03378663],train
0,[0.9386777  0.03216217],train
0,[0.95650095 0.02859588],train
0,[0.9048436  0.12363586],train
0,[0.96394545 0.03688129],train
0,[0.90705895 0.07146448],train
0,[0.95549655 0.02947775],train
0,[0.9799809  0.03774417],train
0,[0.86947584 0.08562048],train
1,[0.12430137 0.57420266],train
1,[0.12389547 0.85032004],train
0,[0.6309802 0.2160204],train
0,[0.88923156 0.05084393],train
0,[0.9200945  0.03541307],train
0,[0.91672575 0.05289685],train
0,[0.8982944  0.07458128],train
0,[0.9658126  0.04178259],train
0,[0.9349018  0.04895476],train
0,[0.9081044  0.06669426],train
0,[0.9407723  0.03592132],train
0,[0.8488312  0.11873473],train
0,[0.7619613  0.12705377],train
0,[0.9468237  0.05565152],train
0,[0.91899    0.07423501],train
0,[0.80829364 0.13206893],train
0,[0.9153834  0.02461193],train
0,[0.94950897 0.04190344],train
0,[0.9093396  0.04960949],train
0,[0.6705384  0.16029947],train
0,[0.94594914 0.05035444],train
0,[0.7613887  0.15165612],train
0,[0.9630756  0.03243537],train
0,[0.90704286 0.11499317],train
0,[0.843724  0.1269705],train
0,[0.9650572  0.03292664],train
0,[0.9337088  0.04220328],train
0,[0.90105057 0.10434064],train
1,[0.03456112 0.9198242 ],train
0,[0.9512003  0.03113857],train
0,[0.9568047  0.04160798],train
0,[0.8842315  0.07993349],train
0,[0.90982854 0.03832358],train
0,[0.97392094 0.02045861],train
0,[0.82890207 0.04139818],train
0,[0.8195226  0.17760043],train
0,[0.7919472  0.12986374],train
0,[0.92677134 0.04881085],train
1,[0.12218816 0.8366076 ],train
0,[0.9209094  0.11136071],train
0,[0.9512483  0.04397815],train
1,[0.16330267 0.61631846],train
0,[0.97317624 0.01322616],train
0,[0.9728483  0.03262229],train
0,[0.5164828  0.40817854],train
0,[0.9374327  0.11778823],train
0,[0.79359376 0.21547495],train
0,[0.8844526  0.08081114],train
0,[0.9634686  0.02451736],train
0,[0.8214686 0.1014306],train
0,[0.70388854 0.12702508],train
0,[0.9605979  0.02359723],train
0,[0.9244941  0.03105771],train
0,[0.45664757 0.34948707],train
0,[0.854783   0.14791374],train
0,[0.9808755  0.02092626],train
0,[0.91292644 0.07432657],train
0,[0.7707249  0.05277051],train
0,[0.851269   0.09247314],train
0,[0.8255624  0.06056587],train
0,[0.8889732 0.0981068],train
0,[0.9444222  0.02088632],train
0,[0.8377498  0.11664686],train
0,[0.78183967 0.13995963],train
0,[0.964878   0.03383369],train
0,[0.9584759  0.04856879],train
0,[0.9290033  0.04257364],train
0,[0.9250516  0.08691651],train
0,[0.17544131 0.7372843 ],train
0,[0.8487371  0.13467668],train
0,[0.9777958  0.02279437],train
0,[0.38582888 0.40011546],train
0,[0.9641561  0.03375361],train
0,[0.93342996 0.02816443],train
0,[0.9386187  0.02773164],train
0,[0.67775023 0.23798601],train
0,[0.95768344 0.03409618],train
0,[0.94658095 0.07295614],train
0,[0.98008484 0.01241364],train
0,[0.96141595 0.02070476],train
0,[0.93112856 0.054426  ],train
0,[0.9011948  0.08608472],train
0,[0.8572629  0.06401545],train
0,[0.97844666 0.01370333],train
0,[0.9780588  0.01973926],train
0,[0.6451454  0.31454176],train
0,[0.5366205  0.18000989],train
0,[0.8085834  0.23616709],train
0,[0.9950277  0.01107596],train
0,[0.93803    0.11270984],train
0,[0.9679432  0.02212457],train
0,[0.96294844 0.04714733],train
0,[0.8656515  0.09068019],train
0,[0.89143324 0.05539826],train
0,[0.87121016 0.06873183],train
0,[0.9343732  0.04474816],train
0,[0.91915244 0.06637656],train
0,[0.9606238  0.02923756],train
0,[0.9717702 0.0265965],train
0,[0.9549353  0.05238492],train
0,[0.97388995 0.01791971],train
0,[0.9087716  0.10137094],train
0,[0.7662359  0.10705419],train
0,[0.83830535 0.12102831],train
0,[0.49012792 0.6351568 ],train
0,[0.515473   0.32387316],train
0,[0.9044462  0.08095571],train
